X,Y,OBJECTID,FOLIO,ID,NAME,GSRATING,CAMPUS,ADDRESS,UNIT,CITY,ZIPCODE,PHONE,TYPE,GRADES,CAPACITY,ENROLLMNT,REGION,LAT,LON,POINT_X,POINT_Y,CREATEDBY,CREATEDDATE,MODIFIEDBY,MODIFIEDDATE
-8952560.051,2952446.638,160,3.05927E+12,2151,Jack D. Gordon Elementary Manatee PLC-T,8, ,15551 SW 142ND AVE, ,Miami-Dade,33186,305-234-4863,PLC,PK-1,0,0,S,25.62287,-80.42222,846544.9592,469038.6622,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:41:17+00
-8949471.32,2953190.083,232,3.05924E+12,2151,Jack D. Gordon Elementary Panthers PLC-S,8, ,15001 SW 127TH AVE, ,Miami-Dade,33186,305-234-4855,PLC,PK-1,0,0,S,25.62889,-80.39447,855677.5178,471268.0257,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:41:41+00
-8939240.574,2979874.699,374,4.3012E+11,481,James H. Bright Elementary/J.W. Johnson Elementary,3, ,2530 W 10TH AVE, ,Hialeah,33010,305-885-1683,E,PK-5,848,616,N,25.84482,-80.30256,885544.1008,549899.377,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:45:20+00
-8935921.557,2989326.585,5,3.42117E+12,8101,Jan Mann Opportunity School,, ,16101 NW 44TH CT, ,Miami Gardens,33054,305-625-0855,ALT,12-Jun,369,131,N,25.92121,-80.27275,895196.3663,577717.9778,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:46:48+00
-8953783.672,2964011.152,143,3.04921E+12,4691,Jane S. Roberts K-8 Center,9, ,14850 COTTONWOOD CIR, ,Miami-Dade,33185,305-220-8254,E,PK-8,1133,840,S,25.7165,-80.4332,842777.2438,503053.9086,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:47:27+00
-8928420.769,2979907.304,216,1.3112E+11,3021,Jesse J. McCrary Jr. Elementary,5, ,514 NW 77TH ST, ,Miami,33150,305-754-7531,E,PK-5,718,612,C,25.84509,-80.20537,917511.0648,550176.6517,,1970/01/01 00:00:00+00,ABREUI,2016/12/14 14:48:37+00
-8951497.365,2968125.745,201,3.04911E+12,2341,Joe Hall Elementary,8, ,1901 SW 134TH AVE, ,Miami-Dade,33175,305-223-9823,E,PK-5,653,557,S,25.7498,-80.41268,849485.495,515185.1536,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:14:31+00
-8939302.708,2992174.734,81,3.02001E+12,2181,Joella C. Good Elementary,8, ,6350 NW 188TH TER, ,Miami-Dade,33015,305-625-2008,E,PK-5,999,946,N,25.94422,-80.30313,885168.6103,586026.8374,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:15:12+00
-8955772.246,2963536.32,364,3.04929E+12,7121,John A. Ferguson Senior High,6, ,15900 SW 56TH ST, ,Miami-Dade,33193,305-408-2700,S,12-Sep,3778,4208,S,25.71266,-80.45107,836901.5418,501632.2912,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:15:56+00
-8925443.632,2990390.21,20,3.02208E+12,6301,John F. Kennedy Middle,4, ,1075 NE 167TH ST, ,Miami-Dade,33162,305-947-1451,M,8-Jun,1346,1137,N,25.92981,-80.17862,926114.4453,581024.1527,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:19:19+00
-8939639.572,2983738.204,410,4.2036E+11,1481,John G. Dupuis Elementary,7, ,1150 W 59TH PL, ,Hialeah,33012,305-821-6361,E,PK-5,739,518,N,25.87605,-80.30615,884305.2912,561244.4863,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:19:55+00
-8946157.033,2976868.181,62,3.5302E+12,5101,John I. Smith Elementary PLC-A1,7, ,10415 NW 52ND ST, ,Doral,33178,305-406-0220,PLC,PK,0,0,C,25.82051,-80.36469,865152.0581,540960.3511,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:21:43+00
-8947422.549,2976707.277,428,3.53019E+12,5101,John I. Smith K-8 (2nd Floor),7,Former Doral Middle,5005 NW 112TH AVE, ,Doral,33178,305-406-0220,M,K-8,1355,1579,C,25.81921,-80.37606,861414.5756,540469.5441,,1970/01/01 00:00:00+00,ABREUI,2018/11/09 15:36:45+00
-8946157.033,2976868.181,63,3.5302E+12,5101,John I. Smith K-8 Center,7, ,10415 NW 52ND ST, ,Doral,33178,305-406-0220,E,PK-5,1355,1579,C,25.82051,-80.36469,865152.0581,540960.3511,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:23:07+00
-8955427.208,2953728.18,167,3.0592E+12,6771,Jorge Mas Canosa Middle,7, ,15735 SW 144TH ST, ,Miami-Dade,33196,305-252-5900,M,8-Jun,2009,1914,S,25.63325,-80.44797,838042.5517,472774.9579,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:25:12+00
-8928234.708,2975061.834,23,1.31251E+11,6361,Jose De Diego Middle,2, ,3100 NW 5TH AVE, ,Miami,33127,305-573-7229,M,8-Jun,1066,643,C,25.80591,-80.20369,918147.0175,535939.1773,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:33:19+00
-8942354.047,2983588.954,86,4.2034E+11,7291,Jose Marti Mathematics & Science Technology Academy,9, ,5701 W 24TH AVE, ,Hialeah,33016,305-557-5931,S,11-Jun,1083,738,N,25.87485,-80.33053,876289.6808,560764.3987,,1970/01/01 00:00:00+00,ABREUI,2017/01/10 13:50:19+00
-8932334.98,2975120.415,294,3.03128E+12,8141,Juvenile Justice Center,, ,3300 NW 27TH AVE, ,Miami-Dade,33142,305-638-5054,ALT,12-Jun,256,84,AC,25.80638,-80.24054,906027.5886,536039.7464,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:48:50+00
-8931130.541,2976349.442,46,3.03122E+12,4401,Kelsey L. Pharr Elementary,6, ,2000 NW 46TH ST, ,Miami-Dade,33142,305-633-0429,E,PK-5,388,315,C,25.81632,-80.22971,909566.1632,539672.9455,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:49:49+00
-8946322.106,2959889.409,287,3.05005E+12,2641,Kendale Elementary,9, ,10693 SW 93RD ST, ,Miami-Dade,33176,305-274-2735,E,PK-5,724,531,S,25.68314,-80.36618,864904.2367,491028.1166,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:50:28+00
-8952950.001,2961021.917,54,3.04934E+12,2651,Kendale Lakes Elementary,10, ,8000 SW 142ND AVE, ,Miami-Dade,33183,305-385-2575,E,PK-5,942,726,S,25.69231,-80.42572,845281.1874,494270.6562,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8957481.194,2959310.041,442,3.05906E+12,3031,Kendall Square K-8 Center,, ,9325 SW 169TH PLACE, ,Miami-Dade,33196,305-382-6830,E,K-8,0,41,S,25.67845,-80.46642,831897.1237,489177.6021,T0140179,2018/09/28 16:23:26+00,T0140179,2018/09/28 16:23:26+00
-8932641.617,2971934.3,55,1.3133E+11,2661,Kensington Park Elementary,5, ,711 NW 30TH AVE, ,Miami,33125,305-649-2811,E,PK-5,1424,1070,C,25.78061,-80.24328,905175.1547,526668.1209,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:52:20+00
-8932676.563,2972173.649,56,1.3133E+11,2661,Kensington Park PLC-D,5, ,1025 NW 30TH AVE, ,Miami,33125,305-649-4301,PLC,PK,0,0,C,25.78255,-80.2436,905067.8098,527371.2234,,1970/01/01 00:00:00+00,ABREUI,2017/01/10 10:41:09+00
-8941581.318,2960031.052,57,3.05003E+12,2701,Kenwood K-8 Center,7, ,9300 SW 79TH AVE, ,Miami-Dade,33156,305-271-5061,E,PK-8,1155,1032,S,25.68428,-80.32359,878927.769,491514.3916,,1970/01/01 00:00:00+00,ABREUI,2017/01/10 10:45:04+00
-8924124.22,2960836.983,58,2.45205E+12,2741,Key Biscayne K-8 Center,9, ,150 W MCINTYRE ST, ,Key Biscayne,33149,305-361-5418,E,PK-8,1230,1352,C,25.69081,-80.16677,930560.0205,494180.6521,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 11:58:35+00
-8935083.568,2970995.679,59,1.4105E+11,2781,Kinloch Park Elementary,5, ,4275 NW 1ST ST, ,Miami,33126,305-445-1351,E,PK-5,818,688,C,25.77302,-80.26522,897971.8123,523867.5626,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:02:04+00
-8935262.151,2971109.808,21,1.4105E+11,6331,Kinloch Park Middle,3, ,4340 NW 3RD ST, ,Miami,33126,305-445-5467,M,8-Jun,1308,1072,C,25.77394,-80.26682,897441.9998,524200.1875,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:05:06+00
-8937303.345,2991672.751,208,3.02106E+12,2801,Lake Stevens Elementary,7, ,5101 NW 183RD ST, ,Miami-Dade,33055,305-625-6536,E,PK-5,476,235,N,25.94017,-80.28517,891078.8736,584584.7792,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:05:42+00
-8936978.555,2991794.722,22,3.02106E+12,6351,Lake Stevens Middle,2, ,18484 NW 48TH PL, ,Miami-Dade,33055,305-620-1294,M,8-Jun,1043,619,N,25.94115,-80.28224,892035.7417,584948.1469,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:06:20+00
-8930073.581,2984155.57,209,3.02135E+12,2821,Lakeview Elementary,6, ,1290 NW 115TH ST, ,Miami-Dade,33167,305-757-1535,E,PK-5,572,416,C,25.87943,-80.22021,912553.6415,562629.1772,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:08:40+00
-8955536.58,2964472.757,173,1.3136E+11,6921,Lamar Louise Curry Middle,7, ,15750 SW 47TH ST, ,Miami-Dade,33185,305-222-2775,M,8-Jun,1040,1108,S,25.72024,-80.44895,837587.0878,504389.779,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:13:19+00
-8959438.557,2932723.524,214,1.07813E+12,2941,Laura C. Saunders Elementary,3, ,505 SW 8TH ST, ,Homestead,33030,305-247-3933,E,PK-5,837,643,S,25.46301,-80.484,826410.4731,410855.1731,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:14:36+00
-8927623.558,2971521.573,263,1.01071E+11,7033,Law Enforcement Officers Memorial Senior High,7, ,300 NW 2ND AVE, ,Miami,33128,305-371-0400,S,12-Sep,320,346,C,25.77727,-80.1982,920016.6648,525542.4004,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:28:42+00
-8942695.858,2993128.224,340,3.02003E+12,6161,Lawton Chiles Middle,6, ,8190 NW 197TH ST, ,Miami-Dade,33015,305-816-9101,M,8-Jun,1301,846,N,25.95192,-80.3336,875137.6496,588774.0881,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:31:47+00
-8945819.882,2956362.32,210,3.05017E+12,2881,Leewood K-8 Center,8, ,10343 SW 124TH ST, ,Miami-Dade,33176,305-233-7430,E,PK-8,1017,780,S,25.65458,-80.36166,866440.1574,480655.9435,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:43:31+00
-8953906.666,2937177.161,212,3.07904E+12,2901,Leisure City K-8 Center,5, ,14950 SW 288TH ST, ,Miami-Dade,33033,305-247-5431,E,PK-8,1213,956,S,25.49913,-80.43431,842750.6157,424047.7624,,1970/01/01 00:00:00+00,ABREUI,2016/12/21 12:58:21+00
-8929710.084,2976659.603,192,1.3123E+11,81,Lenora B. Smith Elementary,4, ,4700 NW 12TH AVE, ,Miami,33127,305-635-0873,E,PK-5,754,370,C,25.81883,-80.21695,913758.5577,540609.349,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 07:52:32+00
-8930954.724,2979204.073,215,3.0311E+12,2981,Liberty City Elementary,2, ,1855 NW 71ST ST, ,Miami-Dade,33147,305-691-8532,E,PK-5,938,334,C,25.8394,-80.22813,910036.5071,548065.5366,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 07:58:42+00
-8931059.327,2979699.011,398,3.0311E+12,1681,Lillie C. Evans K-8 Center,5, ,1895 NW 75TH ST, ,Miami-Dade,33147,305-691-4973,E,PK-8,649,394,C,25.8434,-80.22907,909718.9074,549518.1436,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:01:38+00
-8927194.625,2987549.209,213,3.02219E+12,2911,Linda Lentin K-8 Center,2, ,14312 NE 2ND CT, ,Miami-Dade,33161,305-891-4011,E,PK-8,1063,842,N,25.90685,-80.19435,920996.0005,572648.8124,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8928672.109,2973718.969,3,1.3135E+11,8005,Lindsey Hopkins Technical College,, ,750 NW 20TH ST, ,Miami,33127,305-324-6070,O, ,0,0,C,25.79504,-80.20763,916878.0296,531983.8854,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:14:38+00
-8933113.436,2976956.228,217,3.03121E+12,3041,Lorah Park Elementary,6, ,5160 NW 31ST AVE, ,Miami-Dade,33142,305-633-1424,E,PK-5,546,462,C,25.82122,-80.24752,903696.0056,541422.459,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:26:04+00
-8939041.991,2962249.332,176,9.40361E+11,3061,Ludlam Elementary,8, ,6639 SW 74TH ST, ,South Miami,33143,305-667-5551,E,PK-5,624,368,C,25.70224,-80.30078,886405.8196,498080.0472,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:27:30+00
-8940688.76,2983911.939,131,4.2035E+11,3421,M.A. Milam K-8 Center,6, ,6020 W 16TH AVE, ,Hialeah,33012,305-822-0301,E,PK-8,1040,983,N,25.87746,-80.31557,881203.5988,561738.5985,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:30:13+00
-8924990.675,2994826.321,285,3.01232E+12,2581,Madie Ives Elementary PLC-M,6, ,1351 IVES DAIRY RD, ,Miami-Dade,33179,305-651-3155,PLC,PK,0,0,N,25.96564,-80.17455,927369.6735,594057.0388,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:51:09+00
-8925004.05,2995019.244,433,3.01232E+12,2581,Madie Ives K-8 Preparatory Academy,6, ,20770 NE 14TH AVE, ,Miami-Dade,33179,305-651-3155,E,PK-6,1167,729,N,25.9672,-80.17468,927326.624,594623.1254,ABREUI,2018/05/31 09:31:27+00,ABREUI,2018/05/31 09:31:27+00
-8933754.807,2980807.653,24,3.03109E+12,6391,Madison Middle,1, ,3400 NW 87TH ST, ,Miami-Dade,33147,305-836-2610,M,8-Jun,803,499,C,25.85236,-80.25328,901736.3822,552729.8239,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:52:34+00
-8938451.35,2980672.042,227,4.3012E+11,5711,Mae M. Walters Elementary,7, ,650 W 33RD ST, ,Hialeah,33012,305-822-4600,E,PK-5,775,517,N,25.85127,-80.29547,887863.3187,552254.7288,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:53:12+00
-8946943.93,2960980.617,318,3.03111E+12,9221,Maintenance Operations Plant Operations Center,, ,11035 SW 84 STREET, ,Miami-Dade,33173,305-995-1550,A, ,0,0, ,25.69197,-80.37176,863049.3089,494229.9805,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:54:00+00
-8949053.959,2938221.18,191,3.06936E+12,73,Mandarin Lakes K-8 Academy,2, ,12225 SW 280TH ST, ,Miami-Dade,33032,305-257-0377,E,KG-8,1508,1034,S,25.50759,-80.39072,857115.1756,427187.6862,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:54:35+00
-8924092.388,2966813.31,369,3.04217E+12,7161,Maritime & Science Technology Academy,10, ,3979 RICKENBACKER CSWY, ,Miami-Dade,33149,305-365-6278,S,12-Aug,846,1157,C,25.73918,-80.16649,930543.2138,511761.8315,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:55:32+00
-8922401.408,2963875.108,327,3.04232E+12,9485,Marjory Stoneman Douglas Biscayne Nature Center ,, ,6767 Crandon Blvd, ,Miami-Dade,33149,305-361-6767,O, ,0,0, ,25.7154,-80.15129,935599.3587,503151.2487,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 12:17:52+00
-8948906.517,2970209.777,141,3.04901E+12,1371,Marjory Stoneman Douglas Elementary,9, Main Campus,11901 SW 2ND ST, ,Miami-Dade,33184,305-226-4356,E,PK-5,1321,941,S,25.76666,-80.3894,857117.8367,521348.1716,,1970/01/01 00:00:00+00,ABREUI,2017/01/09 12:46:58+00
-8951132.779,2971056.435,407,3.03952E+12,1371,Marjory Stoneman Douglas PLC-F,9, ,650 NW 132ND AVE, ,Miami-Dade,33184,305-222-4822,PLC,PK-KG,0,0,S,25.77351,-80.40939,850524.9072,523807.5757,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:05:43+00
-8921085.47,2987969.181,307,6.2222E+11,7031,MAST @ FIU Biscayne Bay Campus,10,Biscayne Bay Campus,3000 NE 151ST STREET, ,North Miami,33181,305-919-4450,S,9,0,219,N,25.91024,-80.13947,939028.4542,573996.8816,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:31:50+00
-8939994.175,2970620.496,329,1.4002E+11,9134,Materials Control Center,, ,7040 W Flagler St, ,Miami,33144,786-275-0775,A, ,0,0, ,25.76998,-80.30933,883460.3279,522685.9009,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:08:22+00
-8930803.854,2974988.024,197,1.31271E+11,111,Maya Angelou Elementary,5, ,1850 NW 32ND ST, ,Miami,33142,305-636-3480,E,PK-5,713,725,C,25.80531,-80.22677,910555.1251,535676.9372,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8927902.665,2978268.529,332,1.31131E+11,9913,MDCPS Police Center,, ,6100 NW 2ND AVE, ,Miami,33127,305-757-7708,A, ,0,0, ,25.83184,-80.20071,919071.1147,545370.1021,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 08:32:34+00
-8932674.051,2976093.472,321,3.03121E+12,9938,MDCPS Police General Investigations Unit,, ,2950 NW 43 TERRACE, ,Miami-Dade,33142,305-995-4100,A, ,0,0, ,25.81425,-80.24358,905009.0246,538894.126,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8938842.187,2981964.796,181,4.3001E+11,3141,Meadowlane Elementary,8, ,4280 W 8TH AVE, ,Hialeah,33012,305-822-0660,E,PK-5,998,872,N,25.86172,-80.29898,886688.3755,556046.917,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:14:11+00
-8959056.976,2935110.805,370,1.07812E+12,7171,Medical Academy For Science And Technology,10, ,1220 NW 1ST AVENUE, ,Homestead,33030,305257-4500,S,12-Sep,665,524,S,25.48237,-80.48058,827513.9985,417895.9654,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 14:40:04+00
-8932858.48,2975282.727,182,3.03128E+12,3181,Melrose Elementary,8, ,3050 NW 35TH ST, ,Miami-Dade,33142,305-635-8676,E,PK-5,608,450,C,25.80769,-80.24524,904477.6496,536507.9497,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:25:23+00
-8954443.238,2967421.281,221,3.04909E+12,6052,Miami Arts Studio 6-12 at Zelda Glazer,9, ,15015 SW 24TH ST, ,Miami-Dade,33185,305-485-2323,S,"PK,6-9",1495,1633,S,25.7441,-80.43914,840783.8509,513075.5357,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 10:02:15+00
-8920395.311,2972651.804,15,2.3234E+11,7202,Miami Beach Adult & Community Education Center,, ,1424 Drexel Ave, ,Miami Beach,33139,305-531-0451,O, ,0,0,AC,25.78641,-80.13327,941363.3449,529000.701,,1970/01/01 00:00:00+00,ABREUI,2017/01/11 14:41:56+00
-8920377.579,2974176.516,372,2.3227E+11,7201,Miami Beach Senior High,4, ,2231 PRAIRIE AVE, ,Miami Beach,33139,305-532-4515,S,12-Sep,2233,2429,N,25.79875,-80.13311,941386.249,533483.4377,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:45:48+00
-8934210.442,2991765.156,142,3.42104E+12,7231,Miami Carol City Senior High,1, ,3301 Miami Gardens Dr, ,Miami Gardens,33056,305-621-5681,S,12-Sep,2686,1411,N,25.94091,-80.25738,900208.0765,584906.896,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:47:56+00
-8930973.936,2981962.469,83,3.03103E+12,7251,Miami Central Senior High,2, ,1781 NW 95TH ST, ,Miami-Dade,33147,305-696-4161,S,12-Sep,2320,1855,C,25.8617,-80.2283,909932.1392,556170.3925,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:50:56+00
-8943465.754,2968803.055,85,3.04009E+12,7272,Miami Coral Park Adult Education,, ,8865 SW 16TH ST, ,Miami-Dade,33165,305-226-6565,O, ,0,0, ,25.75528,-80.34052,873223.7992,517289.1936,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:53:15+00
-8943286.266,2968806.775,84,3.04009E+12,7271,Miami Coral Park Senior High,3, ,8865 SW 16TH ST, ,Miami-Dade,33165,305-226-6565,S,12-Sep,3374,2674,C,25.75531,-80.3389,873754.4414,517302.79,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:56:40+00
-8928367.294,2978265.074,87,1.31131E+11,7301,Miami Edison Senior High,2, ,6161 NW 5TH CT, ,Miami,33127,305-751-7337,S,12-Sep,1622,919,C,25.83181,-80.2049,917698.2505,545351.6248,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:58:18+00
-8936206.698,2992931.405,184,3.42105E+12,3241,Miami Gardens Elementary,7, ,4444 NW 195TH ST, ,Miami Gardens,33055,305-625-5321,E,PK-5,430,264,N,25.95033,-80.27531,894295.894,588298.0157,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 10:59:22+00
-8947892.274,2950138.03,185,3.05031E+12,3261,Miami Heights Elementary,5, ,17661 SW 117TH AVE, ,Miami-Dade,33177,305-238-3602,E,PK-5,1425,1029,S,25.60417,-80.38028,860393.25,462304.3746,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
-8930733.301,2975602.984,89,1.3122E+11,7342,Miami Jackson Adult Education,, ,1751 NW 36TH ST, ,Miami,33142,305-634-2621,O, ,0,0,C,25.81028,-80.22614,910753.014,537485.7844,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 11:13:58+00
-8930733.301,2975602.984,88,1.3122E+11,7341,Miami Jackson Senior High,1, ,1751 NW 36TH ST, ,Miami,33142,305-634-2621,S,12-Sep,2335,1571,C,25.81028,-80.22614,910753.014,537485.7844,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 11:13:07+00
-8944608.689,2958278.256,91,3.05009E+12,7361,Miami Killian Senior High,3, ,10655 SW 97TH AVE, ,Miami-Dade,33176,305-271-3311,S,12-Sep,3421,2220,S,25.67009,-80.35078,869996.6648,486311.8004,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 11:14:27+00
-8938393.505,2988710.637,297,3.22013E+12,8901,Miami Lakes Educational Center and Technical College,, ,5780 NW 158TH ST, ,Miami Lakes,33014,305-557-1100,O, ,0,0,N,25.91624,-80.29495,887907.3571,575869.2607,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 11:25:17+00
-8938291.66,2988686.251,74,3.22013E+12,7391,Miami Lakes Educational Center Senior High,9, ,5780 NW 158TH ST, ,Miami Lakes,33014,305-557-1100,S,12-Sep,1177,1509,N,25.91604,-80.29404,888208.4651,575799.2616,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 11:25:00+00
-8940133.957,2987068.861,187,3.22023E+12,3281,Miami Lakes Elementary PLC-L,6, ,14250 NW 67TH AVE, ,Miami Lakes,33014,305-822-7757,PLC,PK,0,0,N,25.90297,-80.3106,882793.6015,571020.2096,,1970/01/01 00:00:00+00,ABREUI,2016/11/15 13:54:41+00
-8939947.139,2987077.485,186,3.22023E+12,3281,Miami Lakes K-8 Center,6, ,14250 NW 67TH AVE, ,Miami Lakes,33014,305-822-7757,E,PK-8,1364,1355,N,25.90304,-80.30891,883345.154,571048.4402,,1970/01/01 00:00:00+00,ABREUI,2016/12/22 12:42:25+00
-8939600.143,2988974.679,122,3.22013E+12,6501,Miami Lakes Middle,6, ,6425 MIAMI LAKEWAY N, ,Miami Lakes,33014,305-557-3900,M,8-Jun,1029,1101,N,25.91837,-80.30579,884340.3561,576625.657,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 08:43:10+00
-8952084.941,2939926.534,120,3.06934E+12,7631,Miami MacArthur South SH,, ,13990 SW 264TH ST, ,Miami-Dade,33032,305-258-7200,ALT,12-Jun,714,81,S,25.52142,-80.41794,848112.9602,432172.2442,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 08:43:50+00
-8929953.53,2993053.091,73,3.42102E+12,7381,Miami Norland Senior High,3, ,1193 NW 193rd ST, ,Miami Gardens,33169,305-653-1416,S,12-Sep,2219,1744,N,25.95132,-80.21914,912752.5888,588761.4079,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 08:57:46+00
-8929372.526,2979151.938,75,1.3114E+11,7411,Miami Northwestern Senior High,2, ,1100 NW 71ST ST, ,Miami,33150,305-836-0991,S,12-Sep,2339,1667,C,25.83898,-80.21392,914712.3259,547940.0329,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:01:51+00
-8940703.605,2957130.202,77,2.05011E+12,7432,Miami Palmetto Adult Education,, ,7460 SW 118TH ST, ,Pinecrest,33156,305-235-1360,O, ,0,0, ,25.6608,-80.31571,881568.6451,482991.505,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:04:01+00
-8940703.605,2957130.202,76,3.05011E+12,7431,Miami Palmetto Senior High,5, ,7460 SW 118TH ST, ,Pinecrest,33156,305-235-1360,S,12-Sep,3017,2626,S,25.6608,-80.31571,881568.6451,482991.505,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:06:05+00
-8931824.876,2982824.243,188,3.02134E+12,3301,Miami Park Elementary,3, ,2225 NW 103RD ST, ,Miami-Dade,33147,305-691-6361,E,PK-5,776,258,C,25.86867,-80.23595,907403.6208,558687.5941,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:08:44+00
-8931825.333,2970739.326,79,1.4103E+11,7462,Miami Senior Adult Education,, ,2450 SW 1ST ST, ,Miami,33135,305-649-9800,O, ,0,0, ,25.77094,-80.23595,907608.5793,523168.5953,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:09:23+00
-8931825.333,2970739.326,78,1.4103E+11,7461,Miami Senior High,4, ,2450 SW 1ST ST, ,Miami,33135,305-649-9800,S,12-Sep,2613,2987,C,25.77094,-80.23595,907608.5793,523168.5953,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:09:29+00
-8926403.567,2983035.646,129,1.12231E+12,3341,Miami Shores Elementary,5, ,10351 NE 5TH AVE, ,Miami Shores,33138,305-758-5525,E,PK-5,750,770,C,25.87037,-80.18724,923414.1353,559404.8329,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:11:41+00
-8947437.564,2947952.69,97,3.06006E+12,7731,Miami Southridge Senior High,2, ,19355 SW 114TH AVE, ,Miami-Dade,33157,305-238-6110,S,12-Sep,2732,2045,S,25.58646,-80.3762,861769.6606,455875.9025,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:15:41+00
-8938362,2978088.398,169,5.3013E+11,7512,Miami Springs Adult Education,, ,751 Dove Ave, ,Miami Springs,33166,305-885-3585,O, ,0,0, ,25.83038,-80.29467,888168.0289,544663.9013,,1970/01/01 00:00:00+00,ABREUI,2016/12/27 09:52:41+00
-8937238.269,2977163.436,130,5.3119E+11,3381,Miami Springs Elementary,9, ,51 PARK ST, ,Miami Springs,33166,305-888-4558,E,PK-5,602,402,C,25.8229,-80.28457,891503.3125,541963.4384,,1970/01/01 00:00:00+00,,1970/01/01 00:00:00+00
